win,lose,probability
Orlando Magic,Sacramento Kings,0.5088306143055923
San Antonio Spurs,Atlanta Hawks,0.7674969469419763
Toronto Raptors,Dallas Mavericks,0.7747630595577374
Los Angeles Clippers,Utah Jazz,0.6635088849516642
Oklahoma City Thunder,Brooklyn Nets,0.9544280893297843
Cleveland Cavaliers,Detroit Pistons,0.8433191922654591
Golden State Warriors,Philadelphia 76ers,0.9956061160122525
Portland Trail Blazers,New Orleans Pelicans,0.7613443714418535
Indiana Pacers,New York Knicks,0.7215159218477905
Boston Celtics,Minnesota Timberwolves,0.8849940433721181
Chicago Bulls,Memphis Grizzlies,0.7314013272248866
Detroit Pistons,Utah Jazz,0.6076338874354122
Houston Rockets,Los Angeles Lakers,0.9078012784735549
Indiana Pacers,Charlotte Hornets,0.5108164830800703
Los Angeles Clippers,Milwaukee Bucks,0.8685409907201831
Miami Heat,New Orleans Pelicans,0.8515278505969316
Sacramento Kings,Phoenix Suns,0.7634545901500571
San Antonio Spurs,Portland Trail Blazers,0.7717265024321123
Washington Wizards,Dallas Mavericks,0.5644598801426036
Atlanta Hawks,Memphis Grizzlies,0.7176973513455068
Cleveland Cavaliers,Utah Jazz,0.8567656273473173
Los Angeles Clippers,Denver Nuggets,0.7620177102461597
Golden State Warriors,Orlando Magic,0.9107612836412142
New York Knicks,Brooklyn Nets,0.7591818292773858
Toronto Raptors,Oklahoma City Thunder,0.6152718338695874
Boston Celtics,Brooklyn Nets,0.9419486599804959
Toronto Raptors,Detroit Pistons,0.6389613862450951
Milwaukee Bucks,Los Angeles Lakers,0.8794672778407804
Miami Heat,Minnesota Timberwolves,0.882188883974561
Houston Rockets,New Orleans Pelicans,0.6794730948228566
Dallas Mavericks,Philadelphia 76ers,0.9862858387195793
Orlando Magic,Phoenix Suns,0.7829414476043486
Chicago Bulls,Washington Wizards,0.5973958872221297
Atlanta Hawks,Portland Trail Blazers,0.6021688700093255
Chicago Bulls,Utah Jazz,0.696498920061771
Charlotte Hornets,Washington Wizards,0.6558854327468397
Houston Rockets,Denver Nuggets,0.5935414481205952
Golden State Warriors,Milwaukee Bucks,0.9443538287448144
Cleveland Cavaliers,Los Angeles Clippers,0.5928451520426805
San Antonio Spurs,Memphis Grizzlies,0.7448720013566474
Oklahoma City Thunder,Sacramento Kings,0.8551002148957662
Dallas Mavericks,Brooklyn Nets,0.9068650036461697
Detroit Pistons,Phoenix Suns,0.8648659326204143
Cleveland Cavaliers,Los Angeles Lakers,0.9859537563295114
Miami Heat,Portland Trail Blazers,0.641877131189173
New Orleans Pelicans,Minnesota Timberwolves,0.5670287404057348
Boston Celtics,Philadelphia 76ers,0.991724915511907
San Antonio Spurs,Sacramento Kings,0.8846492293799829
Toronto Raptors,Indiana Pacers,0.7665518621404986
Boston Celtics,Washington Wizards,0.6961034290927753
Charlotte Hornets,Atlanta Hawks,0.5994419003222737
Houston Rockets,Denver Nuggets,0.690411399290433
Indiana Pacers,Utah Jazz,0.6148796748727359
Los Angeles Clippers,New York Knicks,0.8350123793408737
Golden State Warriors,Oklahoma City Thunder,0.5390706263744085
Orlando Magic,Philadelphia 76ers,0.96030035580241
Detroit Pistons,Brooklyn Nets,0.906941632342215
Golden State Warriors,Dallas Mavericks,0.7941134754705262
Los Angeles Clippers,Los Angeles Lakers,0.9728882781704191
Miami Heat,Phoenix Suns,0.9129299157108902
San Antonio Spurs,Minnesota Timberwolves,0.8827129125286342
Memphis Grizzlies,New Orleans Pelicans,0.6550938615966417
Portland Trail Blazers,Milwaukee Bucks,0.7954170903027833
Toronto Raptors,Chicago Bulls,0.6414114826750789
Boston Celtics,Indiana Pacers,0.6915098830894933
Chicago Bulls,Detroit Pistons,0.6737365097176599
Cleveland Cavaliers,Denver Nuggets,0.8623236362186859
Oklahoma City Thunder,Philadelphia 76ers,0.991542190542112
Charlotte Hornets,Orlando Magic,0.6680374231669016
Sacramento Kings,Milwaukee Bucks,0.6161398489995015
Utah Jazz,New York Knicks,0.6564229441211495
Atlanta Hawks,Washington Wizards,0.5018568860421501
Phoenix Suns,Brooklyn Nets,0.6796957527910218
Los Angeles Clippers,Dallas Mavericks,0.6487813153452546
Toronto Raptors,Miami Heat,0.5192955327989087
Portland Trail Blazers,New York Knicks,0.7486357955076207
San Antonio Spurs,Memphis Grizzlies,0.8502602509252875
Boston Celtics,Phoenix Suns,0.9150735757193903
Chicago Bulls,Philadelphia 76ers,0.986497804670835
Cleveland Cavaliers,Charlotte Hornets,0.6503077525993586
Golden State Warriors,Sacramento Kings,0.9193941105020209
Houston Rockets,New Orleans Pelicans,0.7109554359522166
Indiana Pacers,Denver Nuggets,0.7659360377959087
Minnesota Timberwolves,Los Angeles Lakers,0.8549624122592369
Atlanta Hawks,Milwaukee Bucks,0.752019153901506
Detroit Pistons,Orlando Magic,0.5939384964763321
Washington Wizards,Brooklyn Nets,0.9099490649689712
Cleveland Cavaliers,Washington Wizards,0.8401310859540987
Toronto Raptors,Dallas Mavericks,0.7105367182599556
Los Angeles Clippers,Utah Jazz,0.7348055276018302
Portland Trail Blazers,Minnesota Timberwolves,0.8279580030754402
San Antonio Spurs,New York Knicks,0.8973401995069034
Atlanta Hawks,Brooklyn Nets,0.93767825291979
Boston Celtics,Miami Heat,0.5655188825602862
Charlotte Hornets,Phoenix Suns,0.8996570513884496
Denver Nuggets,New Orleans Pelicans,0.5928539771858604
Golden State Warriors,Memphis Grizzlies,0.8941237575585688
Oklahoma City Thunder,Houston Rockets,0.6869948164823418
Indiana Pacers,Philadelphia 76ers,0.9807063777320434
Los Angeles Clippers,Sacramento Kings,0.8161945996894988
Portland Trail Blazers,Los Angeles Lakers,0.9609795538402779
Chicago Bulls,Milwaukee Bucks,0.8170681756501041
Oklahoma City Thunder,Dallas Mavericks,0.6814129468642112
Detroit Pistons,New York Knicks,0.7122709683543117
Memphis Grizzlies,Sacramento Kings,0.5559444375173258
San Antonio Spurs,Cleveland Cavaliers,0.5425713474466296
Toronto Raptors,Orlando Magic,0.8455999545648097
Utah Jazz,New Orleans Pelicans,0.7027816650000587
Atlanta Hawks,Phoenix Suns,0.8985243822318539
Brooklyn Nets,Philadelphia 76ers,0.7840327181903902
Charlotte Hornets,Milwaukee Bucks,0.8380061566708867
Miami Heat,Detroit Pistons,0.5639775864339727
Golden State Warriors,Houston Rockets,0.7983052218469617
Indiana Pacers,Minnesota Timberwolves,0.8249395158746233
Washington Wizards,Los Angeles Lakers,0.9519308009079835
Portland Trail Blazers,Denver Nuggets,0.7696878586532269
Boston Celtics,Milwaukee Bucks,0.8614357638240667
Los Angeles Clippers,Washington Wizards,0.7088208415742281
Indiana Pacers,Memphis Grizzlies,0.5340741818933301
Dallas Mavericks,New Orleans Pelicans,0.7144730362010212
Miami Heat,New York Knicks,0.8169158180628764
Oklahoma City Thunder,Orlando Magic,0.7586405411421686
Atlanta Hawks,Philadelphia 76ers,0.9894625591168847
Utah Jazz,Sacramento Kings,0.5976737151699003
San Antonio Spurs,Golden State Warriors,0.5263344781322705
Toronto Raptors,Charlotte Hornets,0.7141132721098766
Cleveland Cavaliers,Chicago Bulls,0.6374240240090423
Detroit Pistons,Brooklyn Nets,0.915789604676511
Minnesota Timberwolves,Los Angeles Lakers,0.7807999733252103
Los Angeles Clippers,Phoenix Suns,0.9142977308801676
Portland Trail Blazers,Houston Rockets,0.6341666237572091
Boston Celtics,Orlando Magic,0.7889727770213035
Charlotte Hornets,Denver Nuggets,0.8163967614461726
Cleveland Cavaliers,Philadelphia 76ers,0.9947762893728629
Golden State Warriors,Houston Rockets,0.8832659527118008
Dallas Mavericks,Memphis Grizzlies,0.5224963987885034
Miami Heat,New York Knicks,0.822510449377936
Detroit Pistons,Milwaukee Bucks,0.6992245402933652
Sacramento Kings,New Orleans Pelicans,0.584417957316974
Oklahoma City Thunder,San Antonio Spurs,0.5541624543855159
Toronto Raptors,Indiana Pacers,0.7665518621404986
Washington Wizards,Utah Jazz,0.5211169671090818
Orlando Magic,Brooklyn Nets,0.8594643887189664
Chicago Bulls,Atlanta Hawks,0.6128555592490056
Los Angeles Clippers,Los Angeles Lakers,0.9616468946010973
Sacramento Kings,Minnesota Timberwolves,0.6131807657017256
Portland Trail Blazers,Phoenix Suns,0.8707769653127861
Atlanta Hawks,Brooklyn Nets,0.9270784212340772
Cleveland Cavaliers,Indiana Pacers,0.8372054522409083
Golden State Warriors,Washington Wizards,0.8621225288500672
Memphis Grizzlies,Los Angeles Lakers,0.9361542008416562
Miami Heat,Denver Nuggets,0.838708411707657
Dallas Mavericks,Milwaukee Bucks,0.6990336280282572
Chicago Bulls,New Orleans Pelicans,0.8279428550072921
Boston Celtics,New York Knicks,0.8047437378185189
Oklahoma City Thunder,Charlotte Hornets,0.7066036458620689
Houston Rockets,Phoenix Suns,0.8295057556323658
San Antonio Spurs,Utah Jazz,0.8271527028591115
Toronto Raptors,Philadelphia 76ers,0.9918428655118351
Cleveland Cavaliers,Orlando Magic,0.8955881592240179
Golden State Warriors,Minnesota Timberwolves,0.9545582836306877
Toronto Raptors,Indiana Pacers,0.6318974395690931
Denver Nuggets,New Orleans Pelicans,0.5237161022434416
Chicago Bulls,New York Knicks,0.8262730279297157
Oklahoma City Thunder,Milwaukee Bucks,0.8977545848469821
Brooklyn Nets,Philadelphia 76ers,0.9021889538466267
Dallas Mavericks,Sacramento Kings,0.6225583198097062
San Antonio Spurs,Memphis Grizzlies,0.8502602509252875
Portland Trail Blazers,Utah Jazz,0.5750620486424014
Charlotte Hornets,Washington Wizards,0.5151643539556459
Cleveland Cavaliers,Boston Celtics,0.6074468849048518
Charlotte Hornets,Miami Heat,0.5199373842210446
Toronto Raptors,Detroit Pistons,0.6389613862450951
Houston Rockets,Denver Nuggets,0.690411399290433
Los Angeles Clippers,Dallas Mavericks,0.7139206869590731
Oklahoma City Thunder,Memphis Grizzlies,0.7018082688257778
Golden State Warriors,Phoenix Suns,0.957036537375698
San Antonio Spurs,Los Angeles Lakers,0.977428788344164
Atlanta Hawks,Boston Celtics,0.5366059540887236
Indiana Pacers,Milwaukee Bucks,0.7919711206165739
Washington Wizards,New York Knicks,0.7171504167038911
Orlando Magic,Brooklyn Nets,0.8421572196759377
Chicago Bulls,Philadelphia 76ers,0.9928212540103537
Portland Trail Blazers,Minnesota Timberwolves,0.8279580030754402
Cleveland Cavaliers,Atlanta Hawks,0.8049198947212952
San Antonio Spurs,Dallas Mavericks,0.7262732929838872
Denver Nuggets,New Orleans Pelicans,0.5928539771858604
Detroit Pistons,Houston Rockets,0.5052841574767668
Sacramento Kings,Los Angeles Lakers,0.9156561926420086
Memphis Grizzlies,New York Knicks,0.6495420692529431
Oklahoma City Thunder,Phoenix Suns,0.9251079759934242
Toronto Raptors,Miami Heat,0.6559609239999703
Utah Jazz,Minnesota Timberwolves,0.7553343673741014
Chicago Bulls,Brooklyn Nets,0.9493025658453043
Charlotte Hornets,Boston Celtics,0.5397089014815551
Golden State Warriors,New Orleans Pelicans,0.9414824728584108
Indiana Pacers,Orlando Magic,0.6048763871171348
Milwaukee Bucks,Philadelphia 76ers,0.9644939456591366
Portland Trail Blazers,Utah Jazz,0.6198510517396908
San Antonio Spurs,Los Angeles Clippers,0.6988126194821899
Miami Heat,Washington Wizards,0.5819481693970299
Cleveland Cavaliers,Atlanta Hawks,0.6531414772670769
Oklahoma City Thunder,Denver Nuggets,0.787573331058474
Minnesota Timberwolves,Los Angeles Lakers,0.8549624122592369
Detroit Pistons,Memphis Grizzlies,0.5227228357506057
Toronto Raptors,New York Knicks,0.8592564813200448
Dallas Mavericks,Phoenix Suns,0.8516985827638954
Houston Rockets,Sacramento Kings,0.5828694206402971
Boston Celtics,Brooklyn Nets,0.9482100697630461
Chicago Bulls,Orlando Magic,0.7669442662385377
Detroit Pistons,Washington Wizards,0.576372293685564
Golden State Warriors,Utah Jazz,0.8768043791639655
Los Angeles Clippers,Houston Rockets,0.746562133422015
Cleveland Cavaliers,Miami Heat,0.6139309728805389
Charlotte Hornets,Milwaukee Bucks,0.7618154843114807
Indiana Pacers,Philadelphia 76ers,0.9869002931849609
San Antonio Spurs,Portland Trail Blazers,0.644998102862197
Atlanta Hawks,Charlotte Hornets,0.5835605749328018
Dallas Mavericks,Denver Nuggets,0.6959059682366577
New Orleans Pelicans,Los Angeles Lakers,0.8850099530834574
Oklahoma City Thunder,Minnesota Timberwolves,0.8584957412573919
Sacramento Kings,Phoenix Suns,0.7355854126727807
Boston Celtics,Milwaukee Bucks,0.8614357638240667
Chicago Bulls,Brooklyn Nets,0.9415729121472491
Cleveland Cavaliers,Toronto Raptors,0.6857761984155056
Golden State Warriors,Los Angeles Lakers,0.9847104759631586
Houston Rockets,Minnesota Timberwolves,0.7625511971963217
Indiana Pacers,Atlanta Hawks,0.5241115659953378
Los Angeles Clippers,Sacramento Kings,0.8161945996894988
Dallas Mavericks,Memphis Grizzlies,0.5224963987885034
Miami Heat,Washington Wizards,0.690303250762435
New York Knicks,Philadelphia 76ers,0.9346085205831088
Oklahoma City Thunder,Denver Nuggets,0.8830026602201742
Detroit Pistons,Orlando Magic,0.5939384964763321
Portland Trail Blazers,New Orleans Pelicans,0.7865972389587345
San Antonio Spurs,Utah Jazz,0.7390583488269024
